diario,seccion,sustantivos,adjetivos,verbos,candidatos,terminos,etica,gestion,ideologia,personalidad,positiva,negativa,dsustantiva,dvalorativa
clarin,politica,"economista,nómina,vicepresidente,crisis,gestión","actual,económico","secundar,responsabilizar,afectar",María Eugenia Vidal,"economista,nómina,vicepresidente,crisis,gestión,actual,económico,secundar,responsabilizar,afectar",0,0.0229885057471264,0,0.0384615384615385,0,0.0294117647058824,personalidad,negativa
clarin,politica,"ministro,vaca,precandidato,diputado,ministro,gestión",nacional,"defender,asegurar,hacer,volar,sorprender,preferir,defender","Martín Tetaz,Martín Tetaz","ministro,vaca,precandidato,diputado,ministro,gestión,nacional,defender,asegurar,hacer,volar,sorprender,preferir,defender",0,0.0568181818181818,0.0485436893203884,0.0689655172413793,0,0.0263157894736842,personalidad,negativa
clarin,politica,"hora,jefe,foto,candidato,diputado","junto,nacional","suceder,hacer,circular,aspirar",Leandro Santoro,"hora,jefe,foto,candidato,diputado,junto,nacional,suceder,hacer,circular,aspirar",0.037037037037037,0.0227272727272727,0.0396039603960396,0,0,0.0285714285714286,ideologia,negativa
clarin,politica,"lindo,peronista,julio,opo,oposición,escenario,cierre,país","último,picante,alterado,electoral","querer,tener",Leandro Santoro,"lindo,peronista,julio,opo,oposición,escenario,cierre,país,último,picante,alterado,electoral,querer,tener",0.0333333333333333,0,0.0285714285714286,0.0333333333333333,0.0208333333333333,0,etica,positiva
clarin,politica,"confirmación,candidato,provincia,jefe,campaña,distrito,secretario,intendente","",definir,"María Eugenia Vidal,Diego Santilli","confirmación,candidato,provincia,jefe,campaña,distrito,secretario,intendente,,definir",0,0.0357142857142857,0,0,0,0.0645161290322581,gestion,negativa
clarin,politica,"disputa,candidato,lista","",llevar,Diego Santilli,"disputa,candidato,lista,,llevar",0,0,0.0210526315789474,0,0,0.037037037037037,ideologia,negativa
paginadoce,rosario12,"país,pelea,izquierda,fuerza,frente,ajuste,gobierno,oposición,derecha","junto,tercero,nacional",dar,"Nicolás del Caño,Myriam Bregman","país,pelea,izquierda,fuerza,frente,ajuste,gobierno,oposición,derecha,junto,tercero,nacional,dar",0.0714285714285714,0.0337078651685393,0.07,0.0714285714285714,0.0666666666666667,0.027027027027027,personalidad,positiva
lanacion,politica,"exgobernadora,candidata,legisladora,estudio,gestión,gobernador,política,seguridad","invitado,actual,sanitario,económico",cuestionar,María Eugenia Vidal,"exgobernadora,candidata,legisladora,estudio,gestión,gobernador,política,seguridad,invitado,actual,sanitario,económico,cuestionar",0,0.0697674418604651,0.0288461538461538,0.0344827586206897,0,0,gestion,neutra
lanacion,politica,"crítica,política,seguridad","","privar,responder,lanzar",María Eugenia Vidal,"crítica,política,seguridad,,privar,responder,lanzar",0,0.037037037037037,0,0,0,0.0344827586206897,gestion,negativa
clarin,politica,"precandidata,diputada,país,situación,gobierno,diciembre","primero,económico,peor","considerar,vivir,dejar",María Eugenia Vidal,"precandidata,diputada,país,situación,gobierno,diciembre,primero,económico,peor,considerar,vivir,dejar",0.0740740740740741,0.0459770114942529,0.0392156862745098,0.0357142857142857,0.0444444444444444,0,etica,positiva
clarin,politica,candidatura,bonaerense,hablar,"Facundo Manes,Diego Santilli","candidatura,bonaerense,hablar",0,0,0,0,0,0,otras,neutra
paginadoce,politica,alianza,"","escapar,terminar,cerrar",José Luis Espert,"alianza,,escapar,terminar,cerrar",0,0,0,0,0,0,otras,neutra
paginadoce,politica,"partido,espacio,parte,acuerdo","","conformar,formar",Facundo Manes,"partido,espacio,parte,acuerdo,,conformar,formar",0,0,0,0,0,0,otras,neutra
paginadoce,politica,"incorporación,espacio",liderado,sumar,Ricardo López Murphy,"incorporación,espacio,liderado,sumar",0,0,0,0,0,0,otras,neutra
paginadoce,politica,"lista,ministro,figura,septiembre,objetivo,voto,derecha,territorio","ex,extremo,porteño","participar,competir,tener,contener","Sandra Pitta,María Eugenia Vidal","lista,ministro,figura,septiembre,objetivo,voto,derecha,territorio,ex,extremo,porteño,participar,competir,tener,contener",0,0,0.0283018867924528,0.103448275862069,0,0,personalidad,neutra
paginadoce,politica,"espacio,frente","electoral,distinto,armado","caber,destacar,competir,sumar",José Luis Espert,"espacio,frente,electoral,distinto,armado,caber,destacar,competir,sumar",0,0,0,0,0,0,otras,neutra
paginadoce,politica,"candidat,liberal-conservador,alianza,frente,hombre,mujer,fe,valor,política,alianza,partido","cristiano,vecinal","rehuir,pretender,llevar,volver,perseguir",Cynthia Hotton,"candidat,liberal-conservador,alianza,frente,hombre,mujer,fe,valor,política,alianza,partido,cristiano,vecinal,rehuir,pretender,llevar,volver,perseguir",0,0,0.037037037037037,0,0,0,ideologia,neutra
paginadoce,politica,"ministro,frente",ex,"presentar,ir",Florencio Randazzo,"ministro,frente,ex,presentar,ir",0,0,0,0.1,0,0,personalidad,neutra
paginadoce,politica,"afuera,embargo,soledad,provincia","nuevo,liderado","quedar,presentar",Manuela Castañeira,"afuera,embargo,soledad,provincia,nuevo,liderado,quedar,presentar",0,0,0,0,0,0,otras,neutra
ambito,politica,"novedad,inclusión,partido,economista,lista,nómina,periodista","junto,principal,liberal,independiente,secundado,económico","liderar,competir,encabezar","Ricardo López Murphy,María Eugenia Vidal,Martín Tetaz","novedad,inclusión,partido,economista,lista,nómina,periodista,junto,principal,liberal,independiente,secundado,económico,liderar,competir,encabezar",0,0.021505376344086,0,0.03125,0.02,0,personalidad,positiva
ambito,politica,"territorio,lista,unidad,anuncio,precandidatura,radicalismo,jefe,vice,pretensión,lista,provincia","bonaerense,claro,apoyado,acompañado,porteño,referente","lograr,apoyar,liderar","Facundo Manes,Diego Santilli","territorio,lista,unidad,anuncio,precandidatura,radicalismo,jefe,vice,pretensión,lista,provincia,bonaerense,claro,apoyado,acompañado,porteño,referente,lograr,apoyar,liderar",0,0,0.0555555555555556,0,0.0377358490566038,0,ideologia,positiva
ambito,politica,"","","",Diego Santilli,",,",0,0,0,0,0,0,otras,neutra
ambito,politica,"economista,acuerdo",liberal,"anunciar,competir,lograr,cerrar,responsabilizar",José Luis Espert,"economista,acuerdo,liberal,anunciar,competir,lograr,cerrar,responsabilizar",0,0,0,0.0416666666666667,0,0,personalidad,neutra
ambito,politica,"figura,legislador,desafío,diciembre,banca,oficialismo","porteño,nacional","resonar,aceptar,intentar,sumar,contar","Leandro Santoro,Gisela Marziotta","figura,legislador,desafío,diciembre,banca,oficialismo,porteño,nacional,resonar,aceptar,intentar,sumar,contar",0,0,0.0288461538461538,0,0.0212765957446809,0,ideologia,positiva
ambito,politica,"tanto,fuerza,exministro","último,presidencial,dispuesto,liderado","competir,parecer,anotar él,ir",Florencio Randazzo,"tanto,fuerza,exministro,último,presidencial,dispuesto,liderado,competir,parecer,anotar él,ir",0,0,0,0.0769230769230769,0.0222222222222222,0,personalidad,positiva
ambito,politica,"florencio,precandidatura,provincia","",anunciar,Florencio Randazzo,"florencio,precandidatura,provincia,,anunciar",0,0,0,0,0,0,otras,neutra
ambito,politica,"provincia,lista,diputado",nacional,encabezar,Nicolás del Caño,"provincia,lista,diputado,nacional,encabezar",0,0.024390243902439,0.03125,0,0,0,ideologia,neutra
ambito,politica,"nómina,diputado,legislador","",liderar,Myriam Bregman,"nómina,diputado,legislador,,liderar",0,0,0.0210526315789474,0,0,0,ideologia,neutra
ambito,politica,"tanto,agrupación,izquierda,lista,precandidatura,diputada,provincia","común,nacional","decidir,sumar él,lanzar",Manuela Castañeira,"tanto,agrupación,izquierda,lista,precandidatura,diputada,provincia,común,nacional,decidir,sumar él,lanzar",0,0.0224719101123596,0.0392156862745098,0,0,0,ideologia,neutra
infobae,politica,"planteo,oficialismo,respecto,falta,pago,obra,gestión","provincial,público","apuntar,realizar,concretar,prometer",María Eugenia Vidal,"planteo,oficialismo,respecto,falta,pago,obra,gestión,provincial,público,apuntar,realizar,concretar,prometer",0,0.0454545454545455,0,0,0,0,gestion,neutra
ambito,politica,"miércoles,día,presentación,alianza,oficialización,lista,outsiders,política,científica,ferviente,gobierno","último,opositor","sorprender,sumar",Sandra Pitta,"miércoles,día,presentación,alianza,oficialización,lista,outsiders,política,científica,ferviente,gobierno,último,opositor,sorprender,sumar",0.032258064516129,0.0217391304347826,0.0380952380952381,0.032258064516129,0.0204081632653061,0,ideologia,positiva
ambito,politica,"cuanto,lista,diputado,distrito",nacional,"proponer,encabezar",Leandro Santoro,"cuanto,lista,diputado,distrito,nacional,proponer,encabezar",0,0,0.0306122448979592,0,0,0,ideologia,neutra
ambito,politica,"candidata,lista,diputado,charla,jefe",nacional,"encabezar,adelantar",Victoria Tolosa Paz,"candidata,lista,diputado,charla,jefe,nacional,encabezar,adelantar",0,0,0.0408163265306122,0,0,0,ideologia,neutra
ambito,politica,"partido,reconocimiento,parte,integración,lista,economista","junto,definitivo,electoral","formar,recibir,firmar,competir,integrar,liderar",Martín Tetaz,"partido,reconocimiento,parte,integración,lista,economista,junto,definitivo,electoral,formar,recibir,firmar,competir,integrar,liderar",0,0.0217391304347826,0.0283018867924528,0.032258064516129,0,0.0256410256410256,personalidad,negativa
ambito,politica,boleta,encabezado,"tener,competir,ver,liderar,confirmar","Ricardo López Murphy,María Eugenia Vidal","boleta,encabezado,tener,competir,ver,liderar,confirmar",0,0,0,0,0,0,otras,neutra
clarin,politica,"lista,exposición,interna","alto,mediático","encabezar,competir",Ricardo López Murphy,"lista,exposición,interna,alto,mediático,encabezar,competir",0,0,0,0.0434782608695652,0,0,personalidad,neutra
clarin,politica,"semana,economista,ministro,candidato,presidente,2003,precandidato,diputado,sábado,lanzamiento,frente","ex,nacional,pasado,oficialista,junto","venir,especular,hacer,competir,protagonizar,confirmar,ir",María Eugenia Vidal,"semana,economista,ministro,candidato,presidente,2003,precandidato,diputado,sábado,lanzamiento,frente,ex,nacional,pasado,oficialista,junto,venir,especular,hacer,competir,protagonizar,confirmar,ir",0,0.0625,0.073394495412844,0.0810810810810811,0,0.0666666666666667,personalidad,negativa
clarin,politica,"economista,precandidato",porteño,"",Ricardo López Murphy,"economista,precandidato,porteño,",0,0,0,0.0526315789473684,0,0.037037037037037,personalidad,negativa
clarin,politica,"boleta,presencia,boleta,espacio,investigadora,militante,conocimiento,cruce,2019,elección,presidente","primero,antikirchnerista,público","confirmar,tomar,llevar",Sandra Pitta,"boleta,presencia,boleta,espacio,investigadora,militante,conocimiento,cruce,2019,elección,presidente,primero,antikirchnerista,público,confirmar,tomar,llevar",0,0.032258064516129,0.0373831775700935,0,0,0,ideologia,neutra
infobae,politica,"economista,miércoles,candidato,lista","","confirmar,competir","Sandra Pitta,Ricardo López Murphy,Ricardo López Murphy,María Eugenia Vidal,Martín Tetaz","economista,miércoles,candidato,lista,,confirmar,competir",0,0,0.0206185567010309,0.0476190476190476,0,0.0344827586206897,personalidad,negativa
infobae,politica,"ministro,boleta,diputado,lugar,investigadora","ex,nacional,segundo","adelantar,encabezar",Sandra Pitta,"ministro,boleta,diputado,lugar,investigadora,ex,nacional,segundo,adelantar,encabezar",0,0.0229885057471264,0.0297029702970297,0.08,0,0,personalidad,neutra
infobae,politica,"investigadora,lugar,especialista,relación,periodista,abogada,vicepresidente","tercer,cuarto,internacional,ex",ir,Sandra Pitta,"investigadora,lugar,especialista,relación,periodista,abogada,vicepresidente,tercer,cuarto,internacional,ex,ir",0,0,0.029126213592233,0.0357142857142857,0,0,personalidad,neutra
infobae,politica,"punto,vista,común,deriva,gobierno","totalitario,actual",encontrar,Ricardo López Murphy,"punto,vista,común,deriva,gobierno,totalitario,actual,encontrar",0.0416666666666667,0,0,0.0416666666666667,0.0238095238095238,0,etica,positiva
infobae,politica,"empresario,marido,modelo,paso,política,asesor,gobierno","gastronómico,primero,ex",dar,María Eugenia Vidal,"empresario,marido,modelo,paso,política,asesor,gobierno,gastronómico,primero,ex,dar",0.037037037037037,0.0344827586206897,0,0.0769230769230769,0.0222222222222222,0,personalidad,positiva
infobae,politica,"decisión,ministro,acuerdo,candidatura","ex,necesario,amplio,gran,opositor","competir,tener,ver,considerar,llegar,dirimir",María Eugenia Vidal,"decisión,ministro,acuerdo,candidatura,ex,necesario,amplio,gran,opositor,competir,tener,ver,considerar,llegar,dirimir",0,0.0217391304347826,0,0.0666666666666667,0.0416666666666667,0,personalidad,positiva
infobae,politica,"hecho,principio,frente,liberal,economista","gran,republicano,conservador","intentar,conformar,destacar,concretar él","José Luis Espert,Javier Milei","hecho,principio,frente,liberal,economista,gran,republicano,conservador,intentar,conformar,destacar,concretar él",0,0,0,0.0357142857142857,0.0217391304347826,0,personalidad,positiva
infobae,politica,"desarrollo,leyendo,figura,voto","","confíar,restar él","Ricardo López Murphy,María Eugenia Vidal","desarrollo,leyendo,figura,voto,,confíar,restar él",0,0,0,0,0,0,otras,neutra
lanacion,economia,"lugar,lista,candidato,diputado,probabilidad,partir,diciembre,probabilidad,corbata","segundo,próximo,menor","ocupar,ingrese,volver,usar",Martín Tetaz,"lugar,lista,candidato,diputado,probabilidad,partir,diciembre,probabilidad,corbata,segundo,próximo,menor,ocupar,ingrese,volver,usar",0,0,0.0280373831775701,0,0,0.025,ideologia,negativa
lanacion,economia,"economista,radio,televisión,vergüenza",poquísimo,"trabajar,tener",Martín Tetaz,"economista,radio,televisión,vergüenza,poquísimo,trabajar,tener",0,0,0,0.0434782608695652,0,0,personalidad,neutra
infobae,politica,"diputado,economista,representante,oposición,repudio,régimen",nacional,expresar,Javier Milei,"diputado,economista,representante,oposición,repudio,régimen,nacional,expresar",0,0,0.0303030303030303,0.136363636363636,0,0,personalidad,neutra
infobae,politica,"simpatizante,organización,partido,izquierda,tarde,frente,embajada,respuesta,convocatoria,abrazo,delegación,respuesta,protesta,domingo,isla","sindical,social,diplomático,opositora","reunir,dar,registrar",Javier Milei,"simpatizante,organización,partido,izquierda,tarde,frente,embajada,respuesta,convocatoria,abrazo,delegación,respuesta,protesta,domingo,isla,sindical,social,diplomático,opositora,reunir,dar,registrar",0.0263157894736842,0.0306122448979592,0,0,0.0363636363636364,0,gestion,positiva
lanacion,politica,"miércoles,diputado",nacional,"confirmar,postulacer,enfrentar","Ricardo López Murphy,María Eugenia Vidal","miércoles,diputado,nacional,confirmar,postulacer,enfrentar",0,0.0240963855421687,0.0204081632653061,0,0,0,gestion,neutra
lanacion,politica,exministro,"",acompañar,Sandra Pitta,"exministro,,acompañar",0,0,0,0.125,0,0,personalidad,neutra
lanacion,politica,"sorpresa,esposo,legislador","junto,mayor,porteño",postulacer,"Sandra Pitta,Ricardo López Murphy","sorpresa,esposo,legislador,junto,mayor,porteño,postulacer",0,0,0,0,0,0,otras,neutra
paginadoce,deportes,"obra,creador,proyecto,arte,espacio,trabajo,autor,mural,fachada,edificio,escultura,serie,patrimonio,proyecto,simbología,anuencia,mayo,presencia,potrero","grande,productivo,gigante,primero","llevar,incorporar,impulsar,mirar,inaugurar,destacar,empezar,jugar,ser",Gisela Marziotta,"obra,creador,proyecto,arte,espacio,trabajo,autor,mural,fachada,edificio,escultura,serie,patrimonio,proyecto,simbología,anuencia,mayo,presencia,potrero,grande,productivo,gigante,primero,llevar,incorporar,impulsar,mirar,inaugurar,destacar,empezar,jugar,ser",0,0.0373831775700935,0,0.0208333333333333,0.0151515151515152,0,gestion,positiva
clarin,politica,"propuesta,boleta,diputado,provincia","diferente,nacional","inscribir,competir,encabezar","José Luis Espert,Cynthia Hotton","propuesta,boleta,diputado,provincia,diferente,nacional,inscribir,competir,encabezar",0,0.0232558139534884,0.03,0,0,0,ideologia,neutra
clarin,politica,frente,porteño,armar,Javier Milei,"frente,porteño,armar",0,0,0,0,0,0,otras,neutra
clarin,politica,"","",sumar,Ricardo López Murphy,",,sumar",0,0,0,0,0,0,otras,neutra
clarin,politica,"partido,provincia,distrito,sello,interna,septiembre","llamativo,porteño","apoyar,ir,disputar",María Eugenia Vidal,"partido,provincia,distrito,sello,interna,septiembre,llamativo,porteño,apoyar,ir,disputar",0,0,0,0,0,0,otras,neutra
clarin,politica,"apoyo,investigadora,pese,radicalismo,apoyo,lista,representante","radical,porteño,orgánico","lograr,comprometer,encabezar,llevar","Sandra Pitta,Martín Tetaz","apoyo,investigadora,pese,radicalismo,apoyo,lista,representante,radical,porteño,orgánico,lograr,comprometer,encabezar,llevar",0,0,0,0,0,0,otras,neutra
clarin,politica,"dirigente,marzo,parte,economista,fuente","evangélico,liberal,interno,cercano","fotografiar,ir,romper,aceptar,ir,decir",Cynthia Hotton,"dirigente,marzo,parte,economista,fuente,evangélico,liberal,interno,cercano,fotografiar,ir,romper,aceptar,ir,decir",0.032258064516129,0,0,0.0666666666666667,0,0.0256410256410256,personalidad,negativa
clarin,politica,"ciudad,apoyo,alternativa,maquinaria",electoral,"agregar,dar,ir",Javier Milei,"ciudad,apoyo,alternativa,maquinaria,electoral,agregar,dar,ir",0,0,0,0,0,0,otras,neutra
paginadoce,politica,"nombre,lista,presidenta,titular","posible,bonaerense","",Victoria Tolosa Paz,"nombre,lista,presidenta,titular,posible,bonaerense,",0,0,0.0204081632653061,0,0,0,ideologia,neutra
paginadoce,politica,"lista,tanto,oficialismo,vez,ojo,fórmula,asesor,asesora,tema","mejor,presidencial,sanitario","mirar,encabezar",Leandro Santoro,"lista,tanto,oficialismo,vez,ojo,fórmula,asesor,asesora,tema,mejor,presidencial,sanitario,mirar,encabezar",0,0.0333333333333333,0,0,0.0208333333333333,0,gestion,positiva
clarin,politica,"tanto,@alferd,pobre,muerto","","presentar,recordar,acordar,decir,preferir",José Luis Espert,"tanto,@alferd,pobre,muerto,,presentar,recordar,acordar,decir,preferir",0.0416666666666667,0,0,0,0,0,etica,neutra
lanacion,politica,"precandidata,diputada,lista","nacional,porteño","",María Eugenia Vidal,"precandidata,diputada,lista,nacional,porteño,",0,0.024390243902439,0.0421052631578947,0,0,0,ideologia,neutra
lanacion,politica,"diálogo,voz,exgobernadora,surgimiento,candidato,provincia",bonaerense,celebrar,"Diego Santilli,Facundo Manes","diálogo,voz,exgobernadora,surgimiento,candidato,provincia,bonaerense,celebrar",0.0416666666666667,0.0235294117647059,0,0.0416666666666667,0.0238095238095238,0.03125,personalidad,negativa
paginadoce,politica,"presidenta,teatro",presente,"",Victoria Tolosa Paz,"presidenta,teatro,presente,",0,0,0,0,0,0,otras,neutra
lanacion,politica,"lugar,figura,lista,diputado,presidenta,provincia",segundo,"señalar,desear,encabecir",Leandro Santoro,"lugar,figura,lista,diputado,presidenta,provincia,segundo,señalar,desear,encabecir",0,0.0229885057471264,0.0297029702970297,0,0,0,ideologia,neutra
ambito,politica,"vez,candidatura,vida,caso,fuera,partido","radical,liberal,grande","referir,señalar,agregar",Ricardo López Murphy,"vez,candidatura,vida,caso,fuera,partido,radical,liberal,grande,referir,señalar,agregar",0.0357142857142857,0.0340909090909091,0,0,0.0217391304347826,0.0277777777777778,etica,negativa
clarin,politica,"cifra,#,fracaso,gobierno,pandemia,interés,laboratorio,ajuste,salud,pueblo,especulador","escalofriante,trabajador,privado,referente","mostrar,gestionar,poner,pagar él,expresar",Nicolás del Caño,"cifra,#,fracaso,gobierno,pandemia,interés,laboratorio,ajuste,salud,pueblo,especulador,escalofriante,trabajador,privado,referente,mostrar,gestionar,poner,pagar él,expresar",0.125,0.0425531914893617,0.0462962962962963,0.0588235294117647,0.0188679245283019,0.0476190476190476,etica,negativa
clarin,politica,candidata,"primero,posible","hablar,mantener",Victoria Tolosa Paz,"candidata,primero,posible,hablar,mantener",0,0,0,0,0,0,otras,neutra
ambito,politica,"partido,reconocimiento,parte,integración,lista,economista","junto,definitivo,electoral","formar,recibir,firmar,competir,integrar,liderar",Martín Tetaz,"partido,reconocimiento,parte,integración,lista,economista,junto,definitivo,electoral,formar,recibir,firmar,competir,integrar,liderar",0,0.0217391304347826,0.0283018867924528,0.032258064516129,0,0.0256410256410256,personalidad,negativa
ambito,politica,"boleta,lista,legislador","encabezado,porteño","tener,competir,ver,liderar,confirmar,sonar,encabezar","Ricardo López Murphy,María Eugenia Vidal","boleta,lista,legislador,encabezado,porteño,tener,competir,ver,liderar,confirmar,sonar,encabezar",0,0,0,0,0,0,otras,neutra
ambito,politica,"figura,candidato,diversidad,solidez,lista,abogado","","ver,complementar,aportir,agregar",Sandra Pitta,"figura,candidato,diversidad,solidez,lista,abogado,,ver,complementar,aportir,agregar",0,0,0,0,0,0.0303030303030303,otras,negativa
lanacion,politica,"precandidato,diputado,ciudad,candidatura,lista",nacional,"lanzar,presentar,acompañar",Ricardo López Murphy,"precandidato,diputado,ciudad,candidatura,lista,nacional,lanzar,presentar,acompañar",0,0.0232558139534884,0.0510204081632653,0,0,0.0303030303030303,ideologia,negativa
lanacion,politica,"economista,interna",acompañado,ir,"María Eugenia Vidal,Sandra Pitta","economista,interna,acompañado,ir",0,0,0,0.05,0,0,personalidad,neutra
lanacion,politica,"científica,investigadora,doctora","","",Sandra Pitta,"científica,investigadora,doctora,,",0,0,0,0,0,0,otras,neutra
lanacion,internacional,"protesta,contra,gobierno","cubano,encabezado","",Javier Milei,"protesta,contra,gobierno,cubano,encabezado,",0.0476190476190476,0,0,0.0476190476190476,0.0256410256410256,0,etica,positiva
lanacion,internacional,"economista,marcha,solidaridad,pueblo","argentino,cubano",acompañar,Javier Milei,"economista,marcha,solidaridad,pueblo,argentino,cubano,acompañar",0,0,0,0.0434782608695652,0,0,personalidad,neutra
clarin,politica,"problema,gobernador,terna,candidato,juez","político,ex,pendiente","sumar,dejar",María Eugenia Vidal,"problema,gobernador,terna,candidato,juez,político,ex,pendiente,sumar,dejar",0,0.0229885057471264,0,0.0384615384615385,0,0.0606060606060606,personalidad,negativa
ambito,politica,"lista,lado,lunes,economista,lista,objetivo,espacio","otro,comandado","conocer,integrar,fortalecer",Martín Tetaz,"lista,lado,lunes,economista,lista,objetivo,espacio,otro,comandado,conocer,integrar,fortalecer",0,0,0,0.0357142857142857,0,0,personalidad,neutra
lanacion,politica,"alianza,partido,centroderecha,noche","liberal,constituido,llamado",presentar,José Luis Espert,"alianza,partido,centroderecha,noche,liberal,constituido,llamado,presentar",0,0,0,0,0,0,otras,neutra
clarin,politica,"2019,fórmula,candidato,territorio","junto,presidencial,elegido,bonaerense","definir,competir",Nicolás del Caño,"2019,fórmula,candidato,territorio,junto,presidencial,elegido,bonaerense,definir,competir",0,0,0,0,0,0.0606060606060606,otras,negativa
clarin,politica,candidato,"","",Myriam Bregman,"candidato,,",0,0,0,0,0,0.04,otras,negativa
clarin,politica,"negociación,puerto,figura,conferencia,pelea,territorio","nuevo,buen,bonaerense","llegar,lamentar,sumar,realizar,anunciar,sumar",Manuela Castañeira,"negociación,puerto,figura,conferencia,pelea,territorio,nuevo,buen,bonaerense,llegar,lamentar,sumar,realizar,anunciar,sumar",0,0,0,0,0.0204081632653061,0,otras,positiva
clarin,politica,"candidata,2019,cabeza,lista","presidencial,nuevo",competir,Manuela Castañeira,"candidata,2019,cabeza,lista,presidencial,nuevo,competir",0,0,0.0306122448979592,0,0,0,ideologia,neutra
lanacion,politica,"variante,nombre,exgobernadora,candidata,ciudad,elección,2019,reelección","renovado,histórico,junto,ligado","perder,buscar",María Eugenia Vidal,"variante,nombre,exgobernadora,candidata,ciudad,elección,2019,reelección,renovado,histórico,junto,ligado,perder,buscar",0,0.0449438202247191,0.0384615384615385,0.0333333333333333,0,0,gestion,neutra
lanacion,politica,"amplitud,alianza,liderazgo,diario",junto,"pretender,expresar,incluir,sumar,liderar,averiguar",Graciela Ocaña,"amplitud,alianza,liderazgo,diario,junto,pretender,expresar,incluir,sumar,liderar,averiguar",0,0,0,0.0769230769230769,0.0222222222222222,0,personalidad,positiva
lanacion,politica,discusión,interno,"respaldar,indicar",Facundo Manes,"discusión,interno,respaldar,indicar",0,0,0,0,0,0.0357142857142857,otras,negativa
lanacion,politica,"cuerpo,pese,vicejefe,sector,integrante,alianza,interna,septiembre",listo,"tomar,resistir,ir",Diego Santilli,"cuerpo,pese,vicejefe,sector,integrante,alianza,interna,septiembre,listo,tomar,resistir,ir",0,0,0,0,0.0217391304347826,0,otras,positiva
lanacion,politica,"ala,radicalismo,neurocientífico,tanto,fila,candidato,aspiración,intendente","vinculado,firme","proponer,cerrar,lidiar,competir","Facundo Manes,Diego Santilli","ala,radicalismo,neurocientífico,tanto,fila,candidato,aspiración,intendente,vinculado,firme,proponer,cerrar,lidiar,competir",0,0,0,0,0,0.0263157894736842,otras,negativa
infobae,politica,"territorio,baja,candidatura,interna,confirmación,frente,lista",porteño,"descomprimeír,permitir",María Eugenia Vidal,"territorio,baja,candidatura,interna,confirmación,frente,lista,porteño,descomprimeír,permitir",0,0,0.0297029702970297,0,0,0,ideologia,neutra
infobae,politica,"",interno,enfrentar,Ricardo López Murphy,",interno,enfrentar",0,0,0,0,0,0.0384615384615385,otras,negativa
infobae,politica,"vía,bloque,ciudad","libre,duro,unificado,similar","dar,competir,lograr","Diego Santilli,Facundo Manes","vía,bloque,ciudad,libre,duro,unificado,similar,dar,competir,lograr",0,0,0,0,0.0227272727272727,0,otras,positiva
infobae,politica,"leyendo,candidatura,diputado,interna,oposición,provincia,figura,voto,pese,unidad,lista,urna","nacional,definido,llamado,dividido","negociar,bajar,quedar,confíar,restar él,volver","Ricardo López Murphy,María Eugenia Vidal,Manuela Castañeira","leyendo,candidatura,diputado,interna,oposición,provincia,figura,voto,pese,unidad,lista,urna,nacional,definido,llamado,dividido,negociar,bajar,quedar,confíar,restar él,volver",0,0.0306122448979592,0.0740740740740741,0.0263157894736842,0.0178571428571429,0.0217391304347826,ideologia,negativa
clarin,politica,"hilo,2021,exlegisladora,candidata,elección,confirmación,candidato,interna,provincia","https://t.co/r8jzwbysx2,@elisacarrio,radical,opositor","ver,anunciar,presentar",Facundo Manes,"hilo,2021,exlegisladora,candidata,elección,confirmación,candidato,interna,provincia,https://t.co/r8jzwbysx2,@elisacarrio,radical,opositor,ver,anunciar,presentar",0,0.0326086956521739,0.0476190476190476,0.03125,0,0.025,ideologia,negativa
clarin,politica,"advertencia,ocasión,julio,través,carta,candidatura,participación,candidata,provincia,sentido,sacrificio,comunicado,prensa","histórico,inútil","sostener,confirmar,carecer,resultar,sostener",Facundo Manes,"advertencia,ocasión,julio,través,carta,candidatura,participación,candidata,provincia,sentido,sacrificio,comunicado,prensa,histórico,inútil,sostener,confirmar,carecer,resultar,sostener",0,0.0206185567010309,0.027027027027027,0,0,0,ideologia,neutra
lanacion,politica,"diputado,par,forma,gobierno","radical,directo","dudar,apuntar",Graciela Ocaña,"diputado,par,forma,gobierno,radical,directo,dudar,apuntar",0.0416666666666667,0.0235294117647059,0,0.0416666666666667,0.0238095238095238,0,etica,positiva
lanacion,politica,"tragedia,#,@gracielaocana,persona","anunciado,evitable,fallecido","",Graciela Ocaña,"tragedia,#,@gracielaocana,persona,anunciado,evitable,fallecido,",0.0454545454545455,0,0,0,0,0,etica,neutra
clarin,sociedad,"chico,ministro,provincia,aprobación,país,vacuna,año","inminente,menor","decir,inmunizar",Daniel Gollan,"chico,ministro,provincia,aprobación,país,vacuna,año,inminente,menor,decir,inmunizar",0.0769230769230769,0.0465116279069768,0.0294117647058824,0.0769230769230769,0.0454545454545455,0,personalidad,positiva
infobae,politica,"territorio,baja,candidatura,interna,confirmación,frente,lista",porteño,"descomprimeír,permitir",María Eugenia Vidal,"territorio,baja,candidatura,interna,confirmación,frente,lista,porteño,descomprimeír,permitir",0,0,0.0297029702970297,0,0,0,ideologia,neutra
infobae,politica,"",interno,enfrentar,Ricardo López Murphy,",interno,enfrentar",0,0,0,0,0,0.0384615384615385,otras,negativa
infobae,politica,"vía,bloque,ciudad","libre,duro,unificado,similar","dar,competir,lograr","Diego Santilli,Facundo Manes","vía,bloque,ciudad,libre,duro,unificado,similar,dar,competir,lograr",0,0,0,0,0.0227272727272727,0,otras,positiva
